Coleta,Dia,Vaso,MQ2,MQ3,MQ7,MQ8,MQ135,MQ138,Classe
dia 11 - Soja Heterodera Vaso 6,11,6,6792,13906,482,3094,19927,12668,0
dia 11 - Soja Heterodera Vaso 6,11,6,6809,14029,485,3095,19896,12666,0
dia 11 - Soja Heterodera Vaso 6,11,6,6778,13813,482,3091,19944,12667,0
dia 11 - Soja Heterodera Vaso 6,11,6,6788,13802,482,3094,19969,12648,0
dia 11 - Soja Heterodera Vaso 6,11,6,6793,13877,482,3093,19970,12665,0
dia 11 - Soja Heterodera Vaso 6,11,6,6757,13765,479,3090,19956,12663,0
dia 11 - Soja Heterodera Vaso 6,11,6,6777,13879,482,3093,19955,12664,0
dia 11 - Soja Heterodera Vaso 6,11,6,6782,13860,481,3091,19967,12644,0
dia 11 - Soja Heterodera Vaso 6,11,6,6792,13883,482,3092,19960,12660,0
dia 11 - Soja Heterodera Vaso 6,11,6,6809,13974,485,3097,19920,12658,0
dia 11 - Soja Heterodera Vaso 6,11,6,6800,13983,482,3094,19929,12658,0
dia 11 - Soja Heterodera Vaso 6,11,6,6820,14153,485,3096,19871,12646,0
dia 11 - Soja Heterodera Vaso 6,11,6,6816,14089,484,3097,19878,12657,0
dia 11 - Soja Heterodera Vaso 6,11,6,6844,14229,487,3096,19863,12657,0
dia 11 - Soja Heterodera Vaso 6,11,6,6824,14099,484,3097,19894,12657,0
dia 11 - Soja Heterodera Vaso 6,11,6,6766,13698,479,3091,20018,12656,0
dia 11 - Soja Heterodera Vaso 6,11,6,6753,13517,477,3090,20061,12654,0
dia 11 - Soja Heterodera Vaso 6,11,6,6800,13892,482,3093,19961,12655,0
dia 11 - Soja Heterodera Vaso 6,11,6,6800,13932,482,3095,19948,12636,0
dia 11 - Soja Heterodera Vaso 6,11,6,6803,13948,482,3094,19941,12654,0
dia 11 - Soja Heterodera Vaso 6,11,6,6801,13916,480,3092,19953,12653,0
dia 11 - Soja Heterodera Vaso 6,11,6,6809,13998,481,3094,19921,12653,0
dia 11 - Soja Heterodera Vaso 6,11,6,6807,14027,481,3096,19915,12654,0
dia 11 - Soja Heterodera Vaso 6,11,6,6840,14174,485,3099,19875,12653,0
dia 11 - Soja Heterodera Vaso 6,11,6,6831,14112,484,3098,19893,12653,0
dia 11 - Soja Heterodera Vaso 6,11,6,6827,14093,483,3096,19899,12633,0
dia 11 - Soja Heterodera Vaso 6,11,6,6799,13875,480,3092,19965,12650,0
dia 11 - Soja Heterodera Vaso 6,11,6,6797,13868,479,3094,19975,12647,0
dia 11 - Soja Heterodera Vaso 6,11,6,6720,13578,481,3093,19942,12647,0
dia 11 - Soja Heterodera Vaso 6,11,6,6811,13978,481,3094,19931,12646,0
dia 11 - Soja Heterodera Vaso 6,11,6,6803,13903,480,3095,19930,12645,0
dia 11 - Soja Heterodera Vaso 6,11,6,6788,13791,477,3093,19995,12643,0
dia 11 - Soja Heterodera Vaso 6,11,6,6786,13647,478,3091,20004,12640,0
dia 11 - Soja Heterodera Vaso 6,11,6,6799,13876,479,3094,19960,12639,0
dia 11 - Soja Heterodera Vaso 6,11,6,6818,14015,481,3095,19913,12639,0
dia 11 - Soja Heterodera Vaso 6,11,6,6817,14016,481,3095,19920,12638,0
dia 11 - Soja Heterodera Vaso 6,11,6,6822,14039,482,3095,19913,12620,0
dia 11 - Soja Heterodera Vaso 6,11,6,6823,14045,481,3095,19915,12639,0
dia 11 - Soja Heterodera Vaso 6,11,6,6827,14063,482,3095,19910,12638,0
dia 11 - Soja Heterodera Vaso 6,11,6,6824,14072,481,3097,19906,12638,0
dia 11 - Soja Heterodera Vaso 6,11,6,6829,14087,481,3097,19900,12636,0
dia 11 - Soja Heterodera Vaso 6,11,6,6825,14011,481,3097,19911,12637,0
dia 11 - Soja Heterodera Vaso 6,11,6,6825,14080,480,3096,19909,12637,0
dia 11 - Soja Heterodera Vaso 6,11,6,6830,14084,480,3095,19903,12639,0
dia 11 - Soja Heterodera Vaso 6,11,6,6829,14074,480,3095,19908,12639,0
dia 11 - Soja Heterodera Vaso 6,11,6,6833,14106,480,3096,19871,12636,0
dia 11 - Soja Heterodera Vaso 6,11,6,6831,14004,480,3095,19932,12638,0
dia 11 - Soja Heterodera Vaso 6,11,6,6838,14134,480,3096,19896,12640,0
dia 11 - Soja Heterodera Vaso 6,11,6,6832,14078,480,3097,19910,12638,0
dia 11 - Soja Heterodera Vaso 6,11,6,6825,14031,478,3096,19922,12639,0
dia 11 - Soja Heterodera Vaso 6,11,6,6834,14087,480,3094,19910,12622,0
dia 11 - Soja Heterodera Vaso 6,11,6,6818,14028,479,3095,19929,12641,0
dia 11 - Soja Heterodera Vaso 6,11,6,6838,14112,479,3096,19903,12639,0
dia 11 - Soja Heterodera Vaso 6,11,6,6840,14113,480,3097,19905,12642,0
dia 11 - Soja Heterodera Vaso 6,11,6,6844,14153,478,3094,19866,12641,0
dia 11 - Soja Heterodera Vaso 6,11,6,6842,14121,477,3097,19904,12640,0
dia 11 - Soja Heterodera Vaso 6,11,6,6807,13911,480,3097,19905,12641,0
dia 11 - Soja Heterodera Vaso 6,11,6,6843,14131,479,3095,19894,12640,0
dia 11 - Soja Heterodera Vaso 6,11,6,6842,14124,478,3096,19901,12641,0
dia 11 - Soja Heterodera Vaso 6,11,6,6843,14109,479,3098,19913,12643,0
dia 11 - Soja Heterodera Vaso 6,11,6,6841,14104,479,3098,19932,12645,0
dia 11 - Soja Heterodera Vaso 6,11,6,6848,14108,479,3098,19899,12625,0
dia 11 - Soja Heterodera Vaso 6,11,6,6817,14179,480,3097,19887,12644,0
dia 11 - Soja Heterodera Vaso 6,11,6,6840,14126,478,3096,19898,12643,0
dia 11 - Soja Heterodera Vaso 6,11,6,6851,14169,481,3098,19891,12643,0
dia 11 - Soja Heterodera Vaso 6,11,6,6849,14159,480,3098,19861,12642,0
dia 11 - Soja Heterodera Vaso 6,11,6,6850,14168,480,3100,19890,12643,0
dia 11 - Soja Heterodera Vaso 6,11,6,6854,14175,480,3100,19880,12642,0
dia 11 - Soja Heterodera Vaso 6,11,6,6849,14142,481,3098,19904,12641,0
dia 11 - Soja Heterodera Vaso 6,11,6,6855,14198,481,3099,19887,12642,0
dia 11 - Soja Heterodera Vaso 6,11,6,6856,14195,482,3099,19884,12622,0
dia 11 - Soja Heterodera Vaso 6,11,6,6859,14222,482,3100,19874,12638,0
dia 11 - Soja Heterodera Vaso 6,11,6,6856,14205,481,3101,19884,12637,0
dia 11 - Soja Heterodera Vaso 6,11,6,6861,14247,482,3102,19864,12637,0
dia 11 - Soja Heterodera Vaso 6,11,6,6859,14199,481,3101,19875,12638,0
dia 11 - Soja Heterodera Vaso 6,11,6,6858,14201,481,3100,19880,12636,0
dia 11 - Soja Heterodera Vaso 6,11,6,6862,14237,482,3102,19873,12636,0
dia 11 - Soja Heterodera Vaso 6,11,6,6850,14258,480,3100,19862,12636,0
dia 11 - Soja Heterodera Vaso 6,11,6,6854,14264,481,3100,19863,12637,0
dia 11 - Soja Heterodera Vaso 6,11,6,6862,14238,482,3101,19875,12637,0
dia 11 - Soja Heterodera Vaso 6,11,6,6860,14249,481,3103,19882,12641,0
dia 11 - Soja Heterodera Vaso 6,11,6,6860,14210,482,3102,19892,12641,0
dia 11 - Soja Heterodera Vaso 6,11,6,6863,14205,482,3101,19890,12641,0
dia 11 - Soja Heterodera Vaso 6,11,6,6864,14207,481,3102,19866,12643,0
dia 11 - Soja Heterodera Vaso 6,11,6,6844,14137,480,3100,19911,12642,0
dia 11 - Soja Heterodera Vaso 6,11,6,6865,14244,485,3106,19879,12642,0
dia 11 - Soja Heterodera Vaso 6,11,6,6860,14184,485,3105,19910,12636,0
dia 11 - Soja Heterodera Vaso 6,11,6,6851,14226,487,3107,19886,12642,0
dia 11 - Soja Heterodera Vaso 6,11,6,6866,14268,488,3109,19866,12642,0
dia 11 - Soja Heterodera Vaso 6,11,6,6860,14225,490,3110,19893,12641,0
dia 11 - Soja Heterodera Vaso 6,11,6,6867,14284,491,3113,19867,12624,0
dia 11 - Soja Heterodera Vaso 6,11,6,6849,14240,494,3114,19877,12640,0
dia 11 - Soja Heterodera Vaso 6,11,6,6864,14270,494,3116,19870,12640,0
dia 11 - Soja Heterodera Vaso 6,11,6,6859,14244,495,3116,19860,12636,0
dia 11 - Soja Heterodera Vaso 6,11,6,6853,14105,496,3116,19878,12637,0
dia 11 - Soja Heterodera Vaso 6,11,6,6861,14241,499,3118,19885,12635,0
dia 11 - Soja Heterodera Vaso 6,11,6,6860,14202,498,3119,19876,12633,0
dia 11 - Soja Heterodera Vaso 6,11,6,6854,14237,499,3120,19887,12632,0
dia 11 - Soja Heterodera Vaso 6,11,6,6858,14238,499,3120,19879,12631,0
dia 11 - Soja Heterodera Vaso 6,11,6,6853,14256,499,3121,19874,12612,0
dia 11 - Soja Heterodera Vaso 6,11,6,6863,14267,499,3120,19873,12632,0
dia 11 - Soja Heterodera Vaso 6,11,6,6861,14275,500,3121,19872,12632,0
dia 11 - Soja Heterodera Vaso 6,11,6,6857,14219,500,3123,19875,12631,0
dia 11 - Soja Heterodera Vaso 6,11,6,6864,14255,501,3123,19873,12630,0
dia 11 - Soja Heterodera Vaso 6,11,6,6864,14285,501,3123,19878,12630,0
dia 11 - Soja Heterodera Vaso 6,11,6,6862,14260,501,3124,19883,12630,0
dia 11 - Soja Heterodera Vaso 6,11,6,6858,14311,502,3124,19859,12627,0
dia 11 - Soja Heterodera Vaso 6,11,6,6868,14300,501,3123,19860,12628,0
dia 11 - Soja Heterodera Vaso 6,11,6,6857,14280,503,3126,19875,12610,0
dia 11 - Soja Heterodera Vaso 6,11,6,6849,14216,502,3126,19897,12628,0
dia 11 - Soja Heterodera Vaso 6,11,6,6858,14267,503,3125,19886,12626,0
dia 11 - Soja Heterodera Vaso 6,11,6,6861,14255,504,3125,19882,12625,0
dia 11 - Soja Heterodera Vaso 6,11,6,6856,14225,504,3126,19865,12624,0
dia 11 - Soja Heterodera Vaso 6,11,6,6860,14255,503,3128,19881,12623,0
dia 11 - Soja Heterodera Vaso 6,11,6,6866,14238,505,3126,19875,12621,0
dia 11 - Soja Heterodera Vaso 6,11,6,6861,14262,505,3128,19872,12620,0
dia 11 - Soja Heterodera Vaso 6,11,6,6867,14297,504,3127,19871,12619,0
dia 11 - Soja Heterodera Vaso 6,11,6,6867,14295,506,3127,19874,12618,0
dia 11 - Soja Heterodera Vaso 6,11,6,6866,14286,506,3128,19875,12619,0
dia 11 - Soja Heterodera Vaso 6,11,6,6871,14356,505,3129,19850,12618,0
dia 11 - Soja Heterodera Vaso 6,11,6,6870,14304,507,3129,19867,12618,0
dia 11 - Soja Heterodera Vaso 6,11,6,6869,14312,506,3129,19868,12619,0
dia 11 - Soja Heterodera Vaso 6,11,6,6867,14266,506,3129,19882,12620,0
dia 11 - Soja Heterodera Vaso 6,11,6,6863,14256,505,3128,19885,12620,0
dia 11 - Soja Heterodera Vaso 6,11,6,6870,14294,506,3128,19853,12617,0
dia 11 - Soja Heterodera Vaso 6,11,6,6869,14296,506,3131,19875,12616,0
dia 11 - Soja Heterodera Vaso 6,11,6,6866,14305,506,3130,19882,12616,0
dia 11 - Soja Heterodera Vaso 6,11,6,6869,14283,505,3131,19880,12614,0
dia 11 - Soja Heterodera Vaso 6,11,6,6856,14152,504,3127,19909,12615,0
dia 11 - Soja Heterodera Vaso 6,11,6,6854,14218,506,3128,19903,12615,0
dia 11 - Soja Heterodera Vaso 6,11,6,6843,14199,504,3130,19900,12614,0
dia 11 - Soja Heterodera Vaso 6,11,6,6876,14225,479,3106,19892,12614,0
dia 11 - Soja Heterodera Vaso 6,11,6,6885,14259,481,3106,19879,12615,0
dia 11 - Soja Heterodera Vaso 6,11,6,6886,14289,481,3106,19878,12598,0
dia 11 - Soja Heterodera Vaso 6,11,6,6862,14219,479,3105,19900,12615,0
dia 11 - Soja Heterodera Vaso 6,11,6,6873,14194,481,3106,19892,12616,0
dia 11 - Soja Heterodera Vaso 6,11,6,6878,14219,478,3106,19907,12614,0
dia 11 - Soja Heterodera Vaso 6,11,6,6884,14267,480,3106,19861,12614,0
dia 11 - Soja Heterodera Vaso 6,11,6,6886,14272,481,3104,19885,12614,0
dia 11 - Soja Heterodera Vaso 6,11,6,6884,14262,478,3104,19889,12615,0
dia 11 - Soja Heterodera Vaso 6,11,6,6887,14282,480,3106,19882,12613,0
dia 11 - Soja Heterodera Vaso 6,11,6,6882,14232,480,3107,19905,12616,0
dia 11 - Soja Heterodera Vaso 6,11,6,6888,14290,483,3109,19880,12617,0
dia 11 - Soja Heterodera Vaso 6,11,6,6878,14256,486,3111,19885,12618,0
dia 11 - Soja Heterodera Vaso 6,11,6,6874,14251,489,3116,19887,12614,0
dia 11 - Soja Heterodera Vaso 6,11,6,6875,14270,493,3120,19888,12619,0
dia 11 - Soja Heterodera Vaso 6,11,6,6875,14268,497,3121,19890,12620,0
dia 11 - Soja Heterodera Vaso 6,11,6,6876,14264,499,3125,19884,12622,0
dia 11 - Soja Heterodera Vaso 6,11,6,6872,14225,500,3126,19911,12623,0
dia 11 - Soja Heterodera Vaso 6,11,6,6876,14277,501,3127,19891,12622,0
dia 11 - Soja Heterodera Vaso 6,11,6,6870,14230,501,3127,19902,12605,0
dia 11 - Soja Heterodera Vaso 6,11,6,6859,14228,501,3127,19915,12623,0
dia 11 - Soja Heterodera Vaso 6,11,6,6877,14283,504,3130,19888,12622,0
dia 11 - Soja Heterodera Vaso 6,11,6,6874,14264,504,3130,19869,12622,0
dia 11 - Soja Heterodera Vaso 6,11,6,6868,14240,503,3131,19911,12622,0
dia 11 - Soja Heterodera Vaso 6,11,6,6874,14257,504,3131,19898,12621,0
dia 11 - Soja Heterodera Vaso 6,11,6,6867,14198,504,3129,19926,12622,0
dia 11 - Soja Heterodera Vaso 6,11,6,6876,14264,504,3130,19891,12620,0
dia 11 - Soja Heterodera Vaso 6,11,6,6869,14172,503,3129,19919,12620,0
dia 11 - Soja Heterodera Vaso 6,11,6,6857,14211,503,3130,19915,12621,0
dia 11 - Soja Heterodera Vaso 6,11,6,6874,14253,505,3132,19904,12620,0
dia 11 - Soja Heterodera Vaso 6,11,6,6872,14252,505,3132,19903,12619,0
dia 11 - Soja Heterodera Vaso 6,11,6,6874,14252,504,3132,19904,12619,0
dia 11 - Soja Heterodera Vaso 6,11,6,6876,14251,505,3133,19899,12618,0
dia 11 - Soja Heterodera Vaso 6,11,6,6873,14242,505,3132,19909,12618,0
dia 11 - Soja Heterodera Vaso 6,11,6,6873,14258,504,3133,19903,12619,0
dia 11 - Soja Heterodera Vaso 6,11,6,6877,14262,505,3133,19897,12619,0
dia 11 - Soja Heterodera Vaso 6,11,6,6874,14270,505,3133,19897,12618,0
dia 11 - Soja Heterodera Vaso 6,11,6,6870,14222,505,3133,19932,12618,0
dia 11 - Soja Heterodera Vaso 6,11,6,6906,14467,508,3136,19836,12614,0
dia 11 - Soja Heterodera Vaso 6,11,6,6878,14352,507,3135,19872,12613,0
dia 11 - Soja Heterodera Vaso 6,11,6,6886,14342,506,3134,19878,12610,0
dia 11 - Soja Heterodera Vaso 6,11,6,6882,14316,505,3133,19885,12588,0
dia 11 - Soja Heterodera Vaso 6,11,6,6879,14297,505,3133,19891,12604,0
dia 11 - Soja Heterodera Vaso 6,11,6,6871,14253,503,3131,19900,12587,0
dia 11 - Soja Heterodera Vaso 6,11,6,6882,14311,504,3131,19885,12603,0
dia 11 - Soja Heterodera Vaso 6,11,6,6879,14277,505,3132,19892,12602,0
dia 11 - Soja Heterodera Vaso 6,11,6,6869,14277,504,3131,19904,12605,0
dia 11 - Soja Heterodera Vaso 6,11,6,6866,14187,502,3131,19930,12603,0
dia 11 - Soja Heterodera Vaso 6,11,6,6877,14245,503,3132,19900,12603,0
dia 11 - Soja Heterodera Vaso 6,11,6,6881,14229,504,3134,19903,12602,0
dia 11 - Soja Heterodera Vaso 6,11,6,6878,14268,504,3131,19889,12600,0
dia 11 - Soja Heterodera Vaso 6,11,6,6896,14393,504,3135,19862,12600,0
dia 11 - Soja Heterodera Vaso 6,11,6,6896,14410,505,3134,19857,12598,0
dia 11 - Soja Heterodera Vaso 6,11,6,6900,14413,506,3135,19856,12597,0
dia 11 - Soja Heterodera Vaso 6,11,6,6891,14360,505,3135,19869,12592,0
dia 11 - Soja Heterodera Vaso 6,11,6,6892,14363,505,3134,19849,12590,0
dia 11 - Soja Heterodera Vaso 6,11,6,6893,14369,505,3133,19874,12591,0
dia 11 - Soja Heterodera Vaso 6,11,6,6896,14386,505,3134,19867,12588,0
dia 11 - Soja Heterodera Vaso 6,11,6,6900,14399,505,3133,19866,12585,0
dia 11 - Soja Heterodera Vaso 6,11,6,6899,14393,506,3135,19865,12584,0
dia 11 - Soja Heterodera Vaso 6,11,6,6894,14430,506,3137,19853,12582,0
dia 11 - Soja Heterodera Vaso 6,11,6,6894,14367,504,3135,19875,12581,0
dia 11 - Soja Heterodera Vaso 6,11,6,6895,14348,505,3135,19874,12579,0
dia 11 - Soja Heterodera Vaso 6,11,6,6893,14360,505,3136,19877,12576,0
dia 11 - Soja Heterodera Vaso 6,11,6,6874,14205,503,3134,19919,12572,0
dia 11 - Soja Heterodera Vaso 6,11,6,6892,14345,505,3135,19885,12571,0
dia 11 - Soja Heterodera Vaso 6,11,6,6893,14339,505,3135,19887,12569,0
dia 11 - Soja Heterodera Vaso 6,11,6,6897,14366,505,3135,19878,12564,0
dia 11 - Soja Heterodera Vaso 6,11,6,6894,14355,505,3136,19852,12560,0
dia 11 - Soja Heterodera Vaso 6,11,6,6893,14349,505,3135,19884,12559,0
dia 11 - Soja Heterodera Vaso 6,11,6,6895,14356,505,3135,19879,12556,0
dia 11 - Soja Heterodera Vaso 6,11,6,6897,14361,505,3135,19879,12555,0
dia 11 - Soja Heterodera Vaso 6,11,6,6895,14348,505,3136,19885,12555,0
dia 11 - Soja Heterodera Vaso 6,11,6,6890,14312,504,3137,19896,12553,0
dia 11 - Soja Heterodera Vaso 6,11,6,6897,14351,505,3137,19885,12551,0
dia 11 - Soja Heterodera Vaso 6,11,6,6899,14356,505,3137,19879,12551,0
dia 11 - Soja Heterodera Vaso 6,11,6,6897,14328,505,3135,19889,12549,0
dia 11 - Soja Heterodera Vaso 6,11,6,6896,14332,504,3136,19921,12547,0
dia 11 - Soja Heterodera Vaso 6,11,6,6882,14236,504,3134,19924,12528,0
dia 11 - Soja Heterodera Vaso 6,11,6,6901,14371,504,3137,19880,12543,0
dia 11 - Soja Heterodera Vaso 6,11,6,6901,14377,505,3136,19878,12542,0
dia 11 - Soja Heterodera Vaso 6,11,6,6895,14332,504,3138,19920,12543,0
dia 11 - Soja Heterodera Vaso 6,11,6,6879,14219,503,3136,19927,12546,0
dia 11 - Soja Heterodera Vaso 6,11,6,6882,14219,504,3136,19921,12547,0
dia 11 - Soja Heterodera Vaso 6,11,6,6880,14227,504,3135,19922,12547,0
dia 11 - Soja Heterodera Vaso 6,11,6,6880,14202,503,3134,19924,12546,0
dia 11 - Soja Heterodera Vaso 6,11,6,6905,14390,506,3138,19872,12547,0
dia 11 - Soja Heterodera Vaso 6,11,6,6874,14149,503,3136,19927,12528,0
dia 11 - Soja Heterodera Vaso 6,11,6,6851,14017,501,3132,19995,12544,0
dia 11 - Soja Heterodera Vaso 6,11,6,6853,14015,500,3134,20010,12545,0
dia 11 - Soja Heterodera Vaso 6,11,6,6867,14121,502,3135,19957,12547,0
dia 11 - Soja Heterodera Vaso 6,11,6,6853,14105,501,3135,19959,12544,0
dia 11 - Soja Heterodera Vaso 6,11,6,6855,14111,501,3135,19959,12543,0
dia 11 - Soja Heterodera Vaso 6,11,6,6868,14166,503,3137,19936,12540,0
dia 11 - Soja Heterodera Vaso 6,11,6,6890,14292,505,3139,19902,12536,0
dia 11 - Soja Heterodera Vaso 6,11,6,6902,14365,505,3139,19851,12533,0
dia 11 - Soja Heterodera Vaso 6,11,6,6903,14378,506,3138,19875,12529,0
dia 11 - Soja Heterodera Vaso 6,11,6,6883,14267,504,3138,19912,12519,0
dia 11 - Soja Heterodera Vaso 6,11,6,6875,14162,504,3137,19940,12489,0
dia 11 - Soja Heterodera Vaso 6,11,6,6858,14073,502,3135,19968,12485,0
dia 11 - Soja Heterodera Vaso 6,11,6,6876,14151,504,3136,19970,12497,0
dia 11 - Soja Heterodera Vaso 6,11,6,6873,14100,504,3139,19960,12493,0
dia 11 - Soja Heterodera Vaso 6,11,6,6846,14071,503,3137,19962,12488,0
dia 11 - Soja Heterodera Vaso 6,11,6,6851,14001,502,3136,19959,12482,0
dia 11 - Soja Heterodera Vaso 6,11,6,6871,14139,504,3137,19952,12476,0
dia 11 - Soja Heterodera Vaso 6,11,6,6872,14146,502,3135,19953,12465,0
dia 11 - Soja Heterodera Vaso 6,11,6,6865,14001,503,3137,19958,12465,0
dia 11 - Soja Heterodera Vaso 6,11,6,6864,14161,503,3137,19893,12435,0
dia 11 - Soja Heterodera Vaso 6,11,6,6829,13972,501,3135,19983,12593,0
dia 11 - Soja Heterodera Vaso 6,11,6,6869,14105,503,3139,19960,12604,0
dia 11 - Soja Heterodera Vaso 6,11,6,6883,14218,505,3139,19930,12562,0
dia 11 - Soja Heterodera Vaso 6,11,6,6879,14201,504,3140,19907,12522,0
dia 11 - Soja Heterodera Vaso 6,11,6,6877,14176,501,3138,19947,12492,0
dia 11 - Soja Heterodera Vaso 6,11,6,6869,14056,503,3138,19978,12464,0
dia 11 - Soja Heterodera Vaso 6,11,6,6879,14175,503,3138,19948,12440,0
dia 11 - Soja Heterodera Vaso 6,11,6,6874,14147,503,3138,19953,12415,0
dia 11 - Soja Heterodera Vaso 6,11,6,6867,14084,504,3138,19966,12395,0
dia 11 - Soja Heterodera Vaso 6,11,6,6870,14121,504,3137,19965,12374,0
dia 11 - Soja Heterodera Vaso 6,11,6,6869,14150,501,3137,19948,12357,0
dia 11 - Soja Heterodera Vaso 6,11,6,6866,14067,503,3139,19988,12340,0
dia 11 - Soja Heterodera Vaso 6,11,6,6861,13987,503,3137,20001,12327,0
dia 11 - Soja Heterodera Vaso 6,11,6,6840,13907,500,3135,20017,12308,0
dia 11 - Soja Heterodera Vaso 6,11,6,6849,13947,501,3137,20016,12294,0
dia 11 - Soja Heterodera Vaso 6,11,6,6850,13960,501,3137,20014,12265,0
dia 11 - Soja Heterodera Vaso 6,11,6,6861,14017,503,3137,19991,12271,0
dia 11 - Soja Heterodera Vaso 6,11,6,6875,14124,504,3140,19939,12261,0
dia 11 - Soja Heterodera Vaso 6,11,6,6875,14095,505,3139,19960,12251,0
dia 11 - Soja Heterodera Vaso 6,11,6,6861,14029,504,3139,19990,12223,0
dia 11 - Soja Heterodera Vaso 6,11,6,6870,14082,504,3140,19971,12229,0
dia 11 - Soja Heterodera Vaso 6,11,6,6862,14029,504,3138,19993,12219,0
dia 11 - Soja Heterodera Vaso 6,11,6,6881,14158,503,3141,19955,12210,0
dia 11 - Soja Heterodera Vaso 6,11,6,6879,14142,505,3142,19953,12201,0
dia 11 - Soja Heterodera Vaso 6,11,6,6875,14113,503,3141,19969,12193,0
dia 11 - Soja Heterodera Vaso 6,11,6,6877,14123,505,3142,19972,12181,0
